crime_type,severity,latitude,longitude
High Severity Area,8,28.539909,77.256107
High Severity Area,8,28.547293,77.228886
High Severity Area,8,28.582232,77.214471
High Severity Area,6,28.590053,77.22988
High Severity Area,6,28.56788,77.258257
High Severity Area,6,28.589545,77.221358
High Severity Area,6,28.564887,77.243037
High Severity Area,6,28.567071,77.231447
High Severity Area,4,28.570483,77.254843
High Severity Area,4,28.554568,77.235536
High Severity Area,4,28.55345,77.243424
High Severity Area,4,28.568162,77.243482
High Severity Area,4,28.558653,77.241976
High Severity Area,2,28.561673,77.227807
High Severity Area,2,28.570083,77.239097
High Severity Area,2,28.565411,77.229949
High Severity Area,2,28.565782,77.242703
High Severity Area,2,28.563977,77.229057
High Severity Area,10,28.54615,77.313437
High Severity Area,10,28.55943,77.266827
High Severity Area,10,28.522486,77.324761
High Severity Area,10,28.545098,77.282128
High Severity Area,10,28.549029,77.286317
High Severity Area,8,28.55512,77.305928
High Severity Area,8,28.568449,77.296997
High Severity Area,8,28.553105,77.24917
High Severity Area,8,28.581564,77.254284
High Severity Area,8,28.539799,77.302311
High Severity Area,6,28.580076,77.303746
High Severity Area,6,28.543448,77.289199
High Severity Area,6,28.562175,77.281821
High Severity Area,6,28.56336,77.298014
High Severity Area,6,28.569005,77.261582
High Severity Area,4,28.562456,77.289586
High Severity Area,4,28.549957,77.27914
High Severity Area,4,28.547068,77.28576
High Severity Area,4,28.545292,77.285878
High Severity Area,4,28.54785,77.306928
High Severity Area,2,28.569181,77.288409
High Severity Area,2,28.565929,77.279465
High Severity Area,2,28.559125,77.282638
High Severity Area,2,28.557214,77.294325
High Severity Area,2,28.557282,77.287809
High Severity Area,10,28.768409,77.261095
High Severity Area,10,28.703372,77.207986
High Severity Area,10,28.701813,77.206745
High Severity Area,10,28.753269,77.227551
High Severity Area,10,28.716426,77.174116
High Severity Area,8,28.688891,77.263593
High Severity Area,8,28.753654,77.262974
High Severity Area,8,28.738953,77.191128
High Severity Area,8,28.729421,77.202324
High Severity Area,8,28.696751,77.215345
High Severity Area,6,28.722692,77.246385
High Severity Area,6,28.748008,77.229755
High Severity Area,6,28.730223,77.216056
High Severity Area,6,28.736889,77.238061
High Severity Area,6,28.721275,77.199048
High Severity Area,4,28.736701,77.235609
High Severity Area,4,28.704998,77.205521
High Severity Area,4,28.727888,77.230392
High Severity Area,4,28.726894,77.228594
High Severity Area,4,28.702983,77.215386
High Severity Area,2,28.725872,77.222302
High Severity Area,2,28.712658,77.214629
High Severity Area,2,28.715515,77.22592
High Severity Area,2,28.721134,77.228344
High Severity Area,2,28.719344,77.223397
High Severity Area,10,28.498698,77.269542
High Severity Area,10,28.489377,77.228111
High Severity Area,10,28.51671,77.186572
High Severity Area,10,28.566877,77.232073
High Severity Area,10,28.541625,77.257605
High Severity Area,8,28.538129,77.269347
High Severity Area,8,28.490812,77.233411
High Severity Area,8,28.497752,77.226276
High Severity Area,8,28.550116,77.241745
High Severity Area,8,28.529974,77.23367
High Severity Area,6,28.511474,77.228154
High Severity Area,6,28.515946,77.246201
High Severity Area,6,28.51531,77.210617
High Severity Area,6,28.53172,77.223014
High Severity Area,6,28.490307,77.217902
High Severity Area,4,28.503192,77.240624
High Severity Area,4,28.537006,77.218042
High Severity Area,4,28.539578,77.211902
High Severity Area,4,28.517963,77.219019
High Severity Area,4,28.534841,77.232063
High Severity Area,2,28.523866,77.231478
High Severity Area,2,28.521925,77.223825
High Severity Area,2,28.525446,77.223233
High Severity Area,2,28.510427,77.239154
High Severity Area,2,28.521117,77.237853
High Severity Area,10,28.55133,77.225395
High Severity Area,10,28.529146,77.276634
High Severity Area,10,28.520612,77.226837
High Severity Area,10,28.559921,77.268264
High Severity Area,10,28.574014,77.246806
High Severity Area,8,28.538397,77.291941
High Severity Area,8,28.518975,77.29964
High Severity Area,8,28.527649,77.22443
High Severity Area,8,28.507667,77.223822
High Severity Area,8,28.549087,77.24227
High Severity Area,6,28.508695,77.27708
High Severity Area,6,28.561628,77.248239
High Severity Area,6,28.518148,77.289419
High Severity Area,6,28.556143,77.261317
High Severity Area,6,28.55642,77.248658
High Severity Area,4,28.533918,77.265292
High Severity Area,4,28.531077,77.24731
High Severity Area,4,28.524841,77.260923
High Severity Area,4,28.517132,77.276186
High Severity Area,4,28.516236,77.248612
High Severity Area,2,28.542387,77.264747
High Severity Area,2,28.531366,77.267561
High Severity Area,2,28.528087,77.262688
High Severity Area,2,28.535037,77.268037
High Severity Area,2,28.530853,77.269481
High Severity Area,10,28.592165,77.16458
High Severity Area,10,28.608075,77.07364
High Severity Area,10,28.614536,77.072401
High Severity Area,10,28.650824,77.071745
High Severity Area,10,28.642878,77.103363
High Severity Area,8,28.632614,77.12495
High Severity Area,8,28.672297,77.121721
High Severity Area,8,28.617508,77.100717
High Severity Area,8,28.65409,77.095277
High Severity Area,8,28.654551,77.096922
High Severity Area,6,28.665073,77.147568
High Severity Area,6,28.639976,77.105725
High Severity Area,6,28.637124,77.133756
High Severity Area,6,28.644341,77.14514
High Severity Area,6,28.620464,77.093246
High Severity Area,4,28.62257,77.134343
High Severity Area,4,28.647727,77.109768
High Severity Area,4,28.65001,77.137289
High Severity Area,4,28.649558,77.137771
High Severity Area,4,28.650277,77.101416
High Severity Area,2,28.636617,77.113033
High Severity Area,2,28.641046,77.124556
High Severity Area,2,28.640258,77.127476
High Severity Area,2,28.63883,77.12818
High Severity Area,2,28.641727,77.115126
High Severity Area,10,28.595449,77.178032
High Severity Area,10,28.59432,77.267756
High Severity Area,10,28.612664,77.246908
High Severity Area,10,28.615116,77.173435
High Severity Area,10,28.671578,77.264291
High Severity Area,8,28.624943,77.250982
High Severity Area,8,28.621184,77.197993
High Severity Area,8,28.614886,77.186954
High Severity Area,8,28.66601,77.222969
High Severity Area,8,28.614414,77.216521
High Severity Area,6,28.623138,77.239966
High Severity Area,6,28.655521,77.197278
High Severity Area,6,28.627689,77.212562
High Severity Area,6,28.621431,77.230402
High Severity Area,6,28.657561,77.230436
High Severity Area,4,28.639006,77.203564
High Severity Area,4,28.633226,77.224291
High Severity Area,4,28.621064,77.201636
High Severity Area,4,28.620249,77.204227
High Severity Area,4,28.627571,77.217581
High Severity Area,2,28.637144,77.227948
High Severity Area,2,28.637546,77.216988
High Severity Area,2,28.62653,77.212596
High Severity Area,2,28.635027,77.223035
High Severity Area,2,28.635547,77.215544
High Severity Area,10,28.74116,77.358273
High Severity Area,10,28.760647,77.309497
High Severity Area,10,28.687284,77.283465
High Severity Area,10,28.674309,77.346546
High Severity Area,10,28.717312,77.355721
High Severity Area,8,28.739594,77.296819
High Severity Area,8,28.725382,77.349057
High Severity Area,8,28.70585,77.299462
High Severity Area,8,28.727118,77.32983
High Severity Area,8,28.707316,77.302065
High Severity Area,6,28.72819,77.338866
High Severity Area,6,28.690546,77.307276
High Severity Area,6,28.743383,77.336843
High Severity Area,6,28.72357,77.342187
High Severity Area,6,28.690281,77.335941
High Severity Area,4,28.735513,77.299681
High Severity Area,4,28.699672,77.304891
High Severity Area,4,28.704909,77.322836
High Severity Area,4,28.717525,77.310557
High Severity Area,4,28.697434,77.298947
High Severity Area,2,28.723661,77.310463
High Severity Area,2,28.716448,77.314212
High Severity Area,2,28.714366,77.315059
High Severity Area,2,28.71749,77.322604
High Severity Area,2,28.722653,77.310587
High Severity Area,10,28.643669,77.440769
High Severity Area,10,28.694019,77.487304
High Severity Area,10,28.683723,77.422485
High Severity Area,10,28.676714,77.475376
High Severity Area,10,28.669173,77.491678
High Severity Area,8,28.649754,77.445188
High Severity Area,8,28.70624,77.506993
High Severity Area,8,28.71219,77.500761
High Severity Area,8,28.718041,77.431465
High Severity Area,8,28.662561,77.459057
High Severity Area,6,28.695809,77.473096
High Severity Area,6,28.697199,77.444754
High Severity Area,6,28.69436,77.479165
High Severity Area,6,28.678931,77.461699
High Severity Area,6,28.693201,77.496545
High Severity Area,4,28.69255,77.454662
High Severity Area,4,28.698451,77.461513
High Severity Area,4,28.689615,77.46463
High Severity Area,4,28.671428,77.460876
High Severity Area,4,28.67908,77.469132
High Severity Area,2,28.67708,77.476018
High Severity Area,2,28.675344,77.475892
High Severity Area,2,28.688035,77.474724
High Severity Area,2,28.684509,77.462301
High Severity Area,2,28.673265,77.479429
